,Question,Category,Source
3843,"Of these wind conditions, which has the highest rating on the Beaufort Scale?",Science,hq_buff_uk
3844,"In Greek mythology, what was the name of the creature kept by the King of Crete?",History,hq_buff_uk
3845,What is the usual English meaning of the French political party founded in 2016 by Emmanuel Macron?,History,hq_buff_uk
3846,“Coulrophobia” is a word for a fear of which of these?,Language,hq_buff_uk
3847,The coffee chain Starbucks takes its name from which of these?,Business,hq_buff_uk
3848,The capital's airport in which of these countries is named after a composer?,Geography,hq_buff_uk
3849,Which artist gave painting lessons in the 1920s to Winston Churchill?,Art & Design,hq_buff_uk
3850,Which of these business figures can communicate fluently in Esperanto?,Language,hq_buff_uk
3851,Which of these actors has NOT played a Nobel Peace Prize winner in a movie?,Movies,hq_buff_uk
3852,"When Seb Coe set the first of his world records, he broke one set by an athlete from which country?",Sports,hq_buff_uk
3853,Which of these places has the nickname “City of Lights”?,Geography,hq_buff_uk
3854,What artist wrote the song “Born in the USA”?,Music,hq_buff_uk
3855,Which of these primates typically has a tail?,Nature,hq_buff_uk
3856,Which of these countries is NOT part of the UK?,Geography,hq_buff_uk
3857,Which of these major US sports leagues awards a championship trophy NOT named for a particular person?,Sports,hq_buff_uk
3858,What country is known to the people who live there as Zhongguo?,Geography,hq_buff_uk
3859,What comedian famously claimed that he was “born at a very early age”?,Entertainment,hq_buff_uk
3860,The current pope named himself after what?,Culture,hq_buff_uk
3861,Which of these music acts released an album before the 1970s?,Music,hq_buff_uk
3862,In what Canadian province does “Anne of Green Gables” take place?,Literature,hq_buff_uk
3863,Which of these words is generally considered an insult?,Language,hq_buff_uk
3864,Two different actors won Oscars for playing the same character with what first name?,Movies,hq_buff_uk
3865,Which of these is the name of a superhero in both DC Comics and Marvel?,Entertainment,hq_buff_uk
3866,Which of these classic Hitchcock movies is NOT adapted from an existing novel?,Movies,hq_buff_uk
3867,Which of these historical periods occurred most recently?,History,hq_buff_uk
3868,Shakespeare wrote in which language?,Language,hq_buff_uk
3869,Which type of animal is SEGA's Sonic?,Games,hq_buff_uk
3870,What is the common name for the transitional period between childhood and adulthood?,Language,hq_buff_uk
3871,Which item of footwear takes its name from the loading line on ships?,History,hq_buff_uk
3872,Approximately how long does it take for the earth to revolve around the sun?,Science,hq_buff_uk
3873,Cashews have which unusual feature compared to most other nuts?,Cuisine,hq_buff_uk
3874,Which of these 90s songs was NEVER released as a single in the UK?,Music,hq_buff_uk
3875,Which of these was the youngest person to become US President?,History,hq_buff_uk
3876,Albert Einstein declined which of these in the early 1950s?,History,hq_buff_uk
3877,Which of these literary texts has only one named character?,Literature,hq_buff_uk
3878,Which of these actors has NOT featured in a Christopher Nolan movie?,Movies,hq_buff_uk
3879,In which country was the first English language news sheet published?,History,hq_buff_uk
3880,What NFL team’s fans cheer by clapping their hands and shouting “Skol”?,Sports,hq_buff_uk
3881,Which of these birds are NOT represented by an NFL team?,Sports,hq_buff_uk
3882,Which of these NFL teams currently plays its home games in New York?,Sports,hq_buff_uk
3883,What NFL Hall of Famer was given the nickname “Sweetness”?,Sports,hq_buff_uk
3884,Which country has hosted the greatest number of regular-season NFL games outside of the USA?,Sports,hq_buff_uk
3885,Who scored the Giants’ touchdown right after the legendary “Helmet Catch” in Super Bowl XLII?,Sports,hq_buff_uk
3886,Which of these NFL teams has an official mascot?,Sports,hq_buff_uk
3887,Which of these players has the highest catch total in a single game?,Sports,hq_buff_uk
3888,Which NFL team currently plays home games in the same city the team was founded in?,Sports,hq_buff_uk
3889,What team was NOT playing in the infamous “Heidi Game”?,Sports,hq_buff_uk
3890,Bill Walsh and quarterback Virgil Carter developed the West Coast offense on what team?,Sports,hq_buff_uk
3891,The only unanimous All-Pro selection in the NFL last season plays what position?,Sports,hq_buff_uk
3892,Which NFL franchise is NOT among the top three in all-time regular-season games played?,Sports,hq_buff_uk
3893,"Of these quarterbacks, which has had the highest single-season passer rating?",Sports,hq_buff_uk
3894,"In the 1940s, rival NFL teams in what state combined to form a single team?",Sports,hq_buff_uk
3895,What is the name of the car that Batman drives?,Movies,hq_buff_uk
3896,A pub is a shortened term for which of these establishments?,Language,hq_buff_uk
3897,In which sport did Rebecca Adlington win two gold medals at the 2008 Summer Olympics?,Sports,hq_buff_uk
3898,Ko Kut and Ko Mak are islands belonging to which country?,Geography,hq_buff_uk
3899,Which object was named as the first non-human “Man of the Year” by Time Magazine in 1982?,Tech,hq_buff_uk
3900,Which of these dances is NOT used as a code word in the NATO phonetic alphabet?,Language,hq_buff_uk
3901,Which movie was inspired by a story that was printed on greetings cards?,,hq_buff_uk
3902,What does the letter “K” stand for in Pakistan?,Geography,hq_buff_uk
3903,Which of these songs was written in a car?,Music,hq_buff_uk
3904,The symbol for the US Democrat Party can be traced back to an insult aimed at which president?,History,hq_buff_uk
3905,Which of these artists has the most Grammy awards?,Music,hq_buff_uk
3906,The box set of which movie had DVD commentaries by people who both loved it and hated it?,Movies,hq_buff_uk
3907,20/20 vision is a term used to describe which sense?,Language,hq_buff_uk
3908,A person who writes “weblogs” is commonly known as what?,Tech,hq_buff_uk
3909,Mohair is a silk-like fabric usually made from the hair of which animal?,Nature,hq_buff_uk
3910,Brass is made of a mixture of which two elements?,Science,hq_buff_uk
3911,Which of these Disney characters was voiced by Matthew Broderick?,Movies,hq_buff_uk
3912,Whose song was used as the opening theme to the TV series “Happy Valley”?,TV,hq_buff_uk
3913,Which of these European capitals is home to extinct volcanoes?,Geography,hq_buff_uk
3914,Which of these Winter Olympic venues is twinned with Cheltenham?,Sports,hq_buff_uk
3915,"As a child, who starred in a commercial for barbecue sauce?",Entertainment,hq_buff_uk
3916,Which of these YouTubers has NOT featured in the online TV series “Escape the Night”?,TV,hq_buff_uk
3917,The title of which group's first release was a reference to a Radiohead album?,Music,hq_buff_uk
3918,Which of these towns is named after a saint famed for giving advance warning of invading forces?,Geography,hq_buff_uk
3919,The TV programme “Gogglebox” features people doing what?,TV,hq_buff_uk
3920,Which of these is often served with beef and gravy as part of a Sunday roast?,Cuisine,hq_buff_uk
3921,Which of these terms is used to describe someone who is good at gardening?,Language,hq_buff_uk
3922,Which of these workout or yoga movements requires you to touch the floor with your hands?,Culture,hq_buff_uk
3923,Which of these is NOT the title of a dance-themed movie?,Movies,hq_buff_uk
3924,"Which of these actors has NOT played Hulk's alter ego, Dr. Banner?",Movies,hq_buff_uk
3925,Which of these influencers runs the blog “Fashion Me Now”?,Fashion,hq_buff_uk
3926,Which of the following is the largest “big cat” in the world?,Nature,hq_buff_uk
3927,"Which movie director had a cameo role in ""It's Always Sunny in Philadelphia""?",Movies,hq_buff_uk
3928,Which confectionery brands' name is believed to have been inspired by the noise made by its production machine?,Business,hq_buff_uk
3929,"After Louis Armstrong, who was the next jazz musician to appear on the cover of Time Magazine?",Music,hq_buff_uk
3930,Which of these has been a demonstration sport at the summer Olympics?,Sports,hq_buff_uk
3931,Which of these is an online communications application?,Tech,hq_buff_uk
3932,Which of these artists gave their name to a Teenage Mutant Ninja Turtle?,Art & Design,hq_buff_uk
3933,What does the “I” stand for in the television network ITV?,TV,hq_buff_uk
3934,Which of the following is NOT the title of a book by David Walliams?,Literature,hq_buff_uk
3935,"Of these actors, which one has starred in the most movies directed by Quentin Tarantino?",Movies,hq_buff_uk
3936,"In golf, what is the name of a stroke that a player is allowed to replay?",Sports,hq_buff_uk
3937,What plan did the US army consider as a response to the Soviet Sputnik launch?,History,hq_buff_uk
3938,Which of these elements forms part of the chemical formula of glucose?,Science,hq_buff_uk
3939,What was the first British TV period drama series to be broadcast in colour on the BBC?,TV,hq_buff_uk
3940,Which of these fruits did NOT originate in Asia?,Cuisine,hq_buff_uk
3941,Which of these countries has the largest population?,Geography,hq_buff_uk
3942,Who disguised himself as a butterfly collector when he was a spy for the British army?,History,hq_buff_uk
3943,"According to the lyrics, what was singer Bing Crosby “dreaming of” in his classic song?",Music,hq_buff_uk
3944,"In Lady Gaga's 2011 hit, which of these was she “gonna marry”?",Music,hq_buff_uk
3945,The nonsense song “Ging gang goolie” is particularly associated with which organisation?,Music,hq_buff_uk
3946,Which Grammy-winning artist is nicknamed “The Boss”?,Music,hq_buff_uk
3947,“Macho types wanted: must have moustache” was the original recruitment ad for which band?,Music,hq_buff_uk
3948,"According to Alanis Morissette, it's “ironic” to have rain when?",Music,hq_buff_uk
3949,A cake by which of these British cooks featured on the cover of a Rolling Stones album?,Music,hq_buff_uk
3950,"Which of these artists' first album only sold around 1,000 copies?",Music,hq_buff_uk
3951,"In the original Broadway production of The Sound of Music, who played Maria?",Music,hq_buff_uk
3952,What is unusual about the 2001 German cathedral version of a John Cage piece?,Music,hq_buff_uk
3953,Which instrument is used as a weapon in an Agatha Christie 1930 short story?,Music,hq_buff_uk
3954,Which of these 90s hits begins with an excerpt from a Verdi composition?,Music,hq_buff_uk
3955,What would you be most likely to be doing if you were having “forty winks”?,Language,hq_buff_uk
3956,Where did Arthur Guinness found a brewery business in the 18th century?,Cuisine,hq_buff_uk
3957,Which of these fictional characters' American counterpart is called “Waldo”?,Literature,hq_buff_uk
